draw_rank,sampling_key_sha256,candidate_id,canonical_repo_url,target_datasets,discovery_source,search_ids,repo_relation,original_notes,selection_status,screening_outcome,exclusion_code,exclusion_reason,frozen_commit,checked_at,eligible_sequence
168,8a29523627d697fb15a763b3bb6dd43cb3305cb382999e88e437b04b9650bf2b,C106,https://github.com/amnesiackid/automatic-speech-emotion-recognition-on-ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=77,not_reached,,,,,,
169,8a71082865e45478380b5c503c94e79d17e14fb3b08cd5837ddd00a797816056,C131,https://github.com/gianscuri/Emotion-Recognition_SER-FER_RAVDESS,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=4,not_reached,,,,,,
170,8b22a8281e6e6e2397cc01fdf372fedeca07c2ad4e418d6bbbb5580cd7b78054,C005,https://github.com/SaqibShah-dev/Speech-emotion-recognition-cnn-lstm,RAVDESS,GitHub,GH01,unknown,,not_reached,,,,,,
171,8d1f6170b788901880ac434a787e11e7a59fc08c8a5ebffd63594980004484df,C203,https://github.com/mecartin/Acoustic-Phenotyping-System,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=46; raw GitHub repository-search hit; GH-CRE-2 rank=64,not_reached,,,,,,
172,8d393f77a7d5c685f6044c1d9329abe5462a2ec8dc5e4b160d6e0ed6b3ba6b69,C306,https://github.com/rajeswari-0709/Multimodal-Emotion-Recognition,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
173,8d44c294e76b46ce3e8fb0e920c907fedcf0a50acd6cdc7e6da3909f4c4da7d5,C135,https://github.com/bagustris/ravdess_song,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=18,not_reached,,,,,,
174,8d5e388ccffe06e55122a4c985f67f2599849bb034e4c9fa291cec228f81e52f,C189,https://github.com/Shambhavi-DSAI2006/Efficient_Speech_Emotion_Recognition_through_Compression_and_Model_Optimization,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=32; raw GitHub repository-search hit; GH-CRE-2 rank=41,not_reached,,,,,,
175,8dd064f1990ffaeee15e2b22c70d586240b4f7f886f1ceff704637ec256932aa,C221,https://github.com/abinesh-sk/Speech-Based-Fatigue-and-Early-Burnout-Prediction,CREMA-D,GitHubAPI,RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-2 rank=62,not_reached,,,,,,
176,8e29e6cb595f5fe957a467c9d42e89150f0f55253a8f49f7a7a3d0d108980d39,C079,https://github.com/feritiro/Speech_Emotion_Recognition_Ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=48; raw GitHub repository-search hit; GH-RAV-2 rank=76,not_reached,,,,,,
177,8e5273ab8f1dc623b1b4860c7d2d1bad8f9fc6a36fda1a66e75f583cc379216d,C270,https://github.com/junhao21xd/FYP-CCDS25-0121-SER,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
178,8fdccdf694f2fc80549f30c6ff8d550b77b0576e2dae74c7428f70d4c9b83684,C271,https://github.com/Gopal518/Multimodal-Speech-Emotion-Recognition,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
179,9025457e3e6f6e5be785a3e104463a82a108c486b838517846a34145f6a14d15,C097,https://github.com/HamzaNasr1/SpeechEmotionRecognition,RAVDESS|EmoDB,GitHubAPI,RC_GH_RAV_1|IE_GH_E_01|IE_GH_E_02,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=68,not_reached,,,,,,
180,905141e46ed76e3e5ecff69d2debe47ec4e9cb118d4329294f429a4a54d4334d,C091,https://github.com/chacconed/Speech-Emotion-Recognition-on-Ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=60; raw GitHub repository-search hit; GH-RAV-2 rank=91,not_reached,,,,,,
181,90892e46e7d301762ed8cd7fb2c3db319e8e44d04252bc86353e5d7d4d3d71b5,C075,https://github.com/CharlesCro/ser-ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=43; raw GitHub repository-search hit; GH-RAV-2 rank=52,not_reached,,,,,,
182,90a9a0583f49c3b0226649f00827c589a060de7ffd993ca935ee32384db2e0e6,C093,https://github.com/A-SHOJAEI/cross-corpus-speech-emotion-recognition-with-wav2vec2,RAVDESS|CREMA-D,GitHubAPI,RC_GH_RAV_1|RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=64; raw GitHub repository-search hit; GH-CRE-1 rank=2; raw GitHub repository-search hit; GH-CRE-2 rank=3,not_reached,,,,,,
183,912ea584ef9d0d0392a334fbc22eb5d423f854faaef24665382ce3b5f11ee4fc,C209,https://github.com/Mihirirj/CREMA-D-Dataset,CREMA-D,GitHubAPI,RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-2 rank=7,not_reached,,,,,,
184,916a743ef8934495afe79b5a8c139fc0ee01e5c9cf2d0dbd56fceea1da00031c,C292,https://github.com/HenryvanderVegte/masters_thesis,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
185,92fe46fc8c05477d724cfe131c76a1873816cee9ca8cf62c0c2f579ca1e6c7bf,C047,https://github.com/pdadial/Speech_Emotion_Recognition_CNN-LSTM,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=10; raw GitHub repository-search hit; GH-RAV-2 rank=16,not_reached,,,,,,
186,93165b89b497b6355148ed4e69feff3f7e57f7af269a9ee2228ed93b991983e7,C315,https://github.com/asolinks/M3NET_iteration2,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
187,9357786a44542c215d0f654ae41ea99c206fb67197fa61d27769b989757b4a8a,C350,https://github.com/Bohan7/Speech_emotion_recognition_Emo-DB,EmoDB,GitHubAPI,IE_GH_E_HYPHEN_01|IE_GH_E_HYPHEN_02,unknown,,not_reached,,,,,,
188,93a17e0b56e62e6a2c9dd2dae126478273335965731f2e8a572c64ea7ccf0401,C168,https://github.com/Masunori/speech-emotion-recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=10; raw GitHub repository-search hit; GH-CRE-2 rank=14,not_reached,,,,,,
189,942b4559024d40fe7ad0116db89a3a819aa39904bc77801a65bc2646685a4674,C141,https://github.com/manavgakhar/EmotionNet,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=38,not_reached,,,,,,
190,9459dc29a2d8043168bef94fd234096dafc4053d74c0ef3fe5c10e3a7286cb85,C139,https://github.com/epospiky/Bimodal_Emotion_Recognition_With_Ravdess_Dataset,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=35,not_reached,,,,,,
191,94b8a514d16f5ed8d2309a6acb8a3f047c4e308435da3a788098c2ead8ae9e32,C067,https://github.com/AakBak/Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=35,not_reached,,,,,,
192,95605b142b03c2ec56b6a9d011b18cdf58ec45ef15e6aa50bc6f4ecade4cdf0e,C104,https://github.com/Mainakcris7/speech_emotion_recognition_with_tess_ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=75,not_reached,,,,,,
193,97e32a2821a69daf11c8855578568a97e4d7c6b48c76d4dd713ca1cc54cf9567,C362,https://github.com/Akarshrai2024/code-alpha-project-task-1-and-task-2,EmoDB,GitHubAPI,IE_GH_E_HYPHEN_02,unknown,,not_reached,,,,,,
194,9809369efcc36877d83e2e8108f19b47b697e7e151fce212397585590d0ec2fc,C280,https://github.com/varunteja99/mmser-rnn,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
195,9826d7be583eac4e9d395adee2d19727254df74df787fc21de5940f87a442932,C129,https://github.com/IliaZenkov/transformer-cnn-emotion-recognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=2,not_reached,,,,,,
196,9848ff375054a23f63ea8aa532c6da6be70dc442ef5056e9e31e94a8d20fecbc,C123,https://github.com/Sathvika7981/Speech-Emotion-Recognition-ML,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=94,not_reached,,,,,,
197,98b98c19e3daee62f92aeef694438698b1b8779a7f1d4789b8c7c7366ee7bd7a,C023,https://github.com/saloninarang27/Multimodal-Emotion-Recognition,CREMA-D,GitHub|GitHubAPI,GH04|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-2 rank=29,not_reached,,,,,,
198,99453553ff1d7978e987471301e9086bb2c4326817253e1da274c1bf689ba34f,C186,https://github.com/yuolo/ser-affective-style-cbm,CREMA-D|IEMOCAP,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2|IE_GH_I_01|IE_GH_I_02,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=29; raw GitHub repository-search hit; GH-CRE-2 rank=27,not_reached,,,,,,
199,99a85d40924ea40ec70b76de3f7c40afeb9d159ce1d53399004e83eefcac6750,C021,https://github.com/anastasia-drojjina/ravdess-emotion-recognition,RAVDESS,GitHub|GitHubAPI,GH02|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=61,not_reached,,,,,,
200,9b68e1d4ca79c34e1d348056233bd0965d2797dbe95748aafc75d0a66804b2a0,C332,https://github.com/eladkhil/Improving-emotion-clarity-in-speech-recognition-Deep-Learning,EmoDB,GitHubAPI,IE_GH_E_02,unknown,,not_reached,,,,,,
201,9bb54e997abcb06ba0181031aeb3fe566c2f49aa5eb31024938303523e0611ab,C169,https://github.com/Skylar-Deu/speech-emotion-recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=11; raw GitHub repository-search hit; GH-CRE-2 rank=15,not_reached,,,,,,
202,9bdc5c4562856dfb9dfe63f529d22db68ebb881b9b467bcfc72857be4ad64bd5,C019,https://github.com/Aneeqa-Irej/ravdess-emotion-recognition,RAVDESS,GitHub|GitHubAPI,GH02|RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=100; raw GitHub repository-search hit; GH-RAV-2 rank=53,not_reached,,,,,,
203,9d1368fd5ac67567807e4126ace149b8464280c347956bca3ed5917a17d92b6f,C291,https://github.com/Dhawalbabbar/Emotion-Recognition-With-Speech,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
204,9d5f3281a147a1c5c73e8c75eb2bc0ef8807e2d8cbb8f296992ec820bab2f70b,C006,https://github.com/DiveshSonawane/Speech-Emotion-Recognition,RAVDESS,GitHub,GH01,unknown,,not_reached,,,,,,
205,9dab4bed5cc271471f77a04893e5bca1790eb73cfe415e7da705313bd77293e5,C156,https://github.com/jasondraether/Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=79,not_reached,,,,,,
206,9e70501b7be052d730b459ec912c8988eb4f9c599c5de3013f9e0c3e35cddb7e,C224,https://github.com/divyakhunt/speech_emotion_recognition,RAVDESS|CREMA-D,WebSearch,RC_WEB_BATCH|RC_WEB_CRE_VERIFY,unknown,raw combined web-search result; unique-repository order=2; per-query allocation unavailable; raw CREMA-D supplementary-web result; unique-repository order=3,not_reached,,,,,,
207,9eadad2059db60a4b38b5b435cff7507a901647e8ebe924f82f9efc9fe4a0dec,C269,https://github.com/akhil2495/LSTM_speech_emotion_recognition,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
208,9f0d077b7f3834a64fc016c5cef408b2fb54ecaea15aeee545477f817be2eb11,C226,https://github.com/EsratMaria/Speech_Emotion_Recognition_Model,CREMA-D,WebSearch,RC_WEB_BATCH|RC_WEB_CRE_VERIFY,unknown,raw combined web-search result; unique-repository order=4; per-query allocation unavailable; raw CREMA-D supplementary-web result; unique-repository order=5,not_reached,,,,,,
209,9f8e60378ce105c95ddde73a07e4baba52fedd93e2844df1d21e56ab885c45b0,C119,https://github.com/shilpatumma/CodeAlpha---speech-emotion-recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=90,not_reached,,,,,,
210,a0cdb3d27606cc88c9b11bfe4f824a9cb2e8282cce0cf35e9bd59ee0e32eee8a,C152,https://github.com/shaheeeeeeeeem/multimodal-emotion-recognition-ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=70,not_reached,,,,,,
211,a1225f51ccb27651106765e22ff2d1144fe15deffd284a1c048500f32c5d8446,C049,https://github.com/AritraAmbudhDutta/Speech-Emotion-Recognition-on-RAVDESS-Dataset,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=13; raw GitHub repository-search hit; GH-RAV-2 rank=19,not_reached,,,,,,
212,a15c0e0cf68180d5caa1a2aa72d68569f6ce3809de889013ec5b3cece6dffb96,C109,https://github.com/thu-unicorn/Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=80,not_reached,,,,,,
213,a2730fbd4816f51231befa1c422ba7f206e859558adb1b63b7145a95ffabc652,C174,https://github.com/deekshitha68/SPEECH-EMOTION-RECOGNITION-SYSTEM,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=17; raw GitHub repository-search hit; GH-CRE-2 rank=22,not_reached,,,,,,
214,a2c92bcadd6399fbfa581d7a8d959322a8e07557f3a6629bbd44c5afe882af59,C234,https://github.com/yfliao/Emotion-Classification-Ravdess,RAVDESS,WebSearch,RC_WEB_RAV_VERIFY,unknown,raw RAVDESS supplementary-web result; unique-repository order=5,not_reached,,,,,,
215,a4352565172b818d374e1425fe6a983dc3fc5e5a308104d6a8c344f9d6966f57,C265,https://github.com/Cassie-Xiao-Yu/Multimodal-Speech-Emotion-Recognition-on-Iemocap,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
216,a515fc419c01de77bcbf5d02af4534e3bd7dda012116e62f53a0992c7ac4ff1f,C326,https://github.com/rkingeski/emodbanalysis,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
217,a544dca6828bce25970279c907fed9322a933ca30097db0c5cc0302c3cff4c46,C098,https://github.com/MARCIO-COSTA93/speech-emotion-recognition-cnn,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=69,not_reached,,,,,,
218,a58f3ef4076e4cf4afa55b723aba7f392fa55d7951607a7460369844c16da0ef,C207,https://github.com/amin4747/Face_Feeling,CREMA-D,GitHubAPI,RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-2 rank=2,not_reached,,,,,,
219,a5d116c733d10223d9ad6ae9fd37fdac8a0e0e96bcff7b917020e8020085d2ef,C223,https://github.com/tensorflow/datasets,CREMA-D,WebSearch,RC_WEB_BATCH|RC_WEB_CRE_VERIFY,unknown,raw combined web-search result; unique-repository order=1; per-query allocation unavailable; raw CREMA-D supplementary-web result; unique-repository order=1,not_reached,,,,,,
220,a64468c8caf89316b365c4655a6f73e9da32297b29aed2d6288d556b9b826dfa,C200,https://github.com/Insync-cmd/Emoton-Detection-Speech,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=43; raw GitHub repository-search hit; GH-CRE-2 rank=57,not_reached,,,,,,
221,a8e349c8d9ed9f22e4b86fadcfa9b9999da249018f9782298652e3faed850887,C073,https://github.com/souradeepdutta/Speech-Emotion-Recognition-with-CNN-LSTM-CLSTM,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=41,not_reached,,,,,,
222,a960b7bc987d9003cd07036fbc536636a2dc01ff77867df8488769a5e0060362,C116,https://github.com/Farnaz4649/Speech_Emotion_Recognition_DL,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=87,not_reached,,,,,,
223,aa854ac2e8699c21010affb015eb63201919b44e39d7f8ce2aaa3c8f953302a6,C114,https://github.com/Abdrakib/Speech-emotion-recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=85,not_reached,,,,,,
224,aa95f85ac66ab8a0410e2c216aad157968457ed6e2f998eed084eb1c099b6093,C072,https://github.com/Jeevika-Patanker/Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=40,not_reached,,,,,,
225,abfde123b14cefa7d635082bf7717285bbcf0dafe9976fb08fecccf7e755ffb3,C329,https://github.com/Jarjis-Mondal/Speech-Emotion-Recognition-Using-Deep-Learning-Methods,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
226,ac064f6043d4e393dba0ec866d8d1a26db23d4862523b641871e669597a6255d,C261,https://github.com/vennietweek/multimodal-speech-emotion-recognition,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
227,ac71da81f520c3bab3b9638678a28888806898e1d939bb90df7fbf9456e3390c,C048,https://github.com/likhithapotnuru/Speech-Emotion-Recognition-using-Machine-Learning,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=12; raw GitHub repository-search hit; GH-RAV-2 rank=20,not_reached,,,,,,
228,ad2043860a8efedef629b3804aa881458d65b4bfdba827c4bb1523ad8f560fce,C354,https://github.com/UmaSamineni13/CodeAlpha_emotion-recognition-from-speech,EmoDB,GitHubAPI,IE_GH_E_HYPHEN_01|IE_GH_E_HYPHEN_02,unknown,,not_reached,,,,,,
229,ada906932436ce62f06f0ce34742280b23ed76a0e1e3c3fd535061033940bfda,C074,https://github.com/ayush1k/Speech-Emotion-Recognition-RAVDESS,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=42; raw GitHub repository-search hit; GH-RAV-2 rank=65,not_reached,,,,,,
230,adb68cf0794bc314d3f5a5ad4139dea7123b6c52e1f64f9ea131628d1b422bb5,C034,https://github.com/vatsalmehta2001/speech-emotion-recognition,RAVDESS,WebSearch,WEB01,supplemental_code,Canonical owner differs from search title vmehtacode,not_reached,,,,,,
231,af23bf855b374e5fecca9699384cea098d6a6e0c0b1a5aa9f04394f7b102478e,C134,https://github.com/rajnish-aggarwal/Emotion-recognition-using-audio-and-video-on-RAVDES-dataset,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=17,not_reached,,,,,,
232,afdff3acfd6a255345a567b5d219843705ffea23560fd5e259359450faa43ad0,C320,https://github.com/raklugrin01/Speech-Emotion-Recognition-with-Emodb,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
233,b09fe67e0637a03ad3775d63cebcbcc15d22a3cd4f663c71a8a3a5a2c40371f7,C324,https://github.com/ayamekni/Speech-Emotion-Recognition,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
234,b1826f7af2d37727f0a5985731207ba8c9afb1eb9347ebc753cf95dd400aa26e,C276,https://github.com/HarikaSasapu/Interpretable_Speech_Emotion_Recognition_Model_AI,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
235,b1e80d4e96ce7af2daedd4eb6eaada27c4c9332e9cccc3d52e59b92f2760a3e4,C328,https://github.com/kubaas/speech-emotions-recognition,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
236,b249323433cb89a93cee702e483306def6a83a54bfc1f62945444a34d0ad295b,C204,https://github.com/qruxz/Speach-Emotion-Recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=47; raw GitHub repository-search hit; GH-CRE-2 rank=38,not_reached,,,,,,
237,b26572884f3102d0226e6ba70a242f16041dc051a6255edf380f43550f41fb83,C192,https://github.com/alirahme17/Speech-Emotion-Recognition-using-Deep-Learning,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=35; raw GitHub repository-search hit; GH-CRE-2 rank=50,not_reached,,,,,,
238,b2a54cd807a559db8b8afa644aaae84c49428d1e9db8349ed914af65ca74b7a2,C188,https://github.com/Yashash-Yallapragada/Efficient_Speech_Emotion_Recognition_through_Compression_and_Model_Optimization,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=31; raw GitHub repository-search hit; GH-CRE-2 rank=40,not_reached,,,,,,
239,b2fa01acb305afe7d9444111ea3c541d83807d84ea11fea36adf6d4ae761c966,C256,https://github.com/vamsib2009/SpeechEmotionRecognition_IEMOCAP,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
240,b4459da623f872ae0fc07e70bd7872b60b789a7307bfcab5ea3371f0323b0c45,C327,https://github.com/GauKho/SPEECH-EMOTION-RECOGNITION-USING-DNN-WITH-RAVDESS-EMODB,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
241,b7802da44ed474ef281511ef7a2d0af3ea8383dca65aec4b8f3e12c5df6f2f2e,C217,https://github.com/meghaarajeev/EmoSense-EmotionAnalysis-Machine-Learning,CREMA-D,GitHubAPI,RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-2 rank=51,not_reached,,,,,,
242,b961d161fb2b257561688381acb71dafc176b5bf515ae8bbc9b8abb966051654,C239,https://github.com/michen00/multilingual_speech_valence_classification_datasets,CREMA-D,WebSearch,RC_WEB_CRE_VERIFY,unknown,raw CREMA-D supplementary-web result; unique-repository order=10,not_reached,,,,,,
243,ba0b0cb90ec2d4296bcb1bec029f88a90666027a60738c7c2e0130fc445036a8,C243,https://github.com/Demfier/multimodal-speech-emotion-recognition,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
244,bbe0f0e18f87af1adda440aa3bb7e1c0e82b531836ce5d2d6238acba88657f0f,C060,https://github.com/prashant-2004/Speech-Emotion-Recognition-Model,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=28; raw GitHub repository-search hit; GH-RAV-2 rank=40,not_reached,,,,,,
245,bbef93ef9d43ebfd377613ac8131ee6247331586731da8343d197e740fab0eb1,C285,https://github.com/rofe-dl/emotion-recognition-ensemble-learning,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
246,bf6d581cf0d4e2dca68a5206de74219c7ae58aed96509a4e8eb291be2f342562,C078,https://github.com/rsc1102/Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=47; raw GitHub repository-search hit; GH-RAV-2 rank=81,not_reached,,,,,,
247,bf9566b69836d1b45f2afe88e5d4b1156c80be0bc4e4608602fdd1e08f9b876b,C042,https://github.com/rudrajikadra/Speech-Emotion-Recognition-using-Librosa-library-and-MLPClassifier,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=3; raw GitHub repository-search hit; GH-RAV-2 rank=7,not_reached,,,,,,
248,c22fbf09630e8318e07193cc337d5738542d610b58465e63360a3c30822e2667,C241,https://github.com/SuperKogito/SER-datasets,CREMA-D,WebSearch,RC_WEB_CRE_VERIFY,unknown,raw CREMA-D supplementary-web result; unique-repository order=12,not_reached,,,,,,
249,c232d7f4f5f27a661e103bde67bae09e1d4b28054f7ac9e5f8034457ade3f1b5,C158,https://github.com/heidisbk/ravdess_voice_emotion_recognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=82,not_reached,,,,,,
250,c282c325f5d39d3985d47eb40b5ad0929e04f55a07a08ca03dd7098ec12590d7,C076,https://github.com/billy-enrizky/Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=44,not_reached,,,,,,
251,c2e80aedce91d1a6da356a12c3829b5b81956f05914e566101c2099891a609b8,C086,https://github.com/ismailkattar/Speech-Emotion-Recognition-Using-RAVDESS,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=55; raw GitHub repository-search hit; GH-RAV-2 rank=86,not_reached,,,,,,
252,c339c223408516dbc01e04945a1a457d9052ead9f74a19dc3e5749a7e1bf5659,C082,https://github.com/abyadha/Speech-Emotion-Recognition-RAVDESS,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=51; raw GitHub repository-search hit; GH-RAV-2 rank=74,not_reached,,,,,,
253,c4da48b9b9bbbc6c8c2cddc61c2f0ceadbe3f3c81bcccbe1db6f42f2c28ea3dc,C007,https://github.com/azraa4/RAVDESS-Speech-Emotion-Recognition,RAVDESS,GitHub|GitHubAPI,GH01|RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=46; raw GitHub repository-search hit; GH-RAV-2 rank=73,not_reached,,,,,,
254,c4e9f4e79ede789c1466d0488ca4fc0230eb9c8814a28a1b386f9fcc3a70f4af,C125,https://github.com/Tejaswini5242/speech-emotion-recognition,RAVDESS|CREMA-D,GitHubAPI,RC_GH_RAV_1|RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=96; raw GitHub repository-search hit; GH-CRE-1 rank=4; raw GitHub repository-search hit; GH-CRE-2 rank=6,not_reached,,,,,,
255,c5784abff63e87f296c655f70944c7d49a6224e937f712e84d9c1b980454afdf,C050,https://github.com/AndreaLombax/Speech_emotion_recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=14; raw GitHub repository-search hit; GH-RAV-2 rank=22,not_reached,,,,,,
